Customer_ID,Customer_Name,Age,Gender,Annual_Income,Country,Purchase_Frequency,Loyalty_Status,Total_Spend,Customer_Satisfaction_Score
11336,Charlie,19,Male,24599.48024627749,Germany,43,Silver,46029.968418780474,6.175807548944941
11337,Bob,48,Male,86317.40024646795,India,89,Silver,4187.5557069740225,2.4745314363274775
11338,Alice,49,Male,140140.31624278356,India,39,Bronze,17103.682311815115,1.813239250025987
11339,Bob,22,Non-Binary,46870.56751086009,USA,86,Bronze,74525.1379466445,4.64773188191176
11340,Alice,45,Male,46577.56198507146,Japan,28,Bronze,8016.597519618709,5.916424571795345
11341,Bob,19,Non-Binary,96204.13024066432,UK,42,Gold,82646.04561335298,9.46972518204213
11342,Alice,49,Non-Binary,129414.2479573517,UK,77,Bronze,25037.86510860631,8.030238379830122
11343,Bob,22,Male,110619.13489994519,Germany,80,Gold,45136.191074931914,2.295395708959896
11344,Charlie,28,Non-Binary,128340.52059966592,Australia,35,Silver,61687.67328275661,3.1744175445246503
11345,Alice,28,Female,122994.27568852215,Australia,55,Gold,44480.423146935,8.994909424534015
11346,Charlie,48,Female,83568.02470301192,UK,78,Bronze,60184.767779485555,9.355917486909972
11347,Charlie,76,Male,69225.01431858478,Australia,67,Bronze,39908.90212962728,3.6534874400772637
11348,Bob,65,Non-Binary,71435.16276690122,UK,49,Silver,74652.10625703997,7.258631192811251
11349,Bob,76,Male,83511.3856709993,Germany,39,Gold,99132.55347499847,2.208564278083871
11350,David,37,Male,24619.980663740378,UK,21,Silver,47560.15337529481,8.289328712491486
11351,Charlie,42,Non-Binary,35350.81573874684,USA,91,Gold,58590.82880615555,5.586161363518036
11352,Charlie,79,Non-Binary,69610.17502313221,USA,74,Bronze,44675.50767261016,9.52679932135432
11353,David,64,Male,24879.759139242655,UK,80,Gold,7678.095135134102,3.1079866998539885
11354,Charlie,57,Male,130069.9433317951,USA,74,Bronze,74046.94012864908,7.761985624475335
11355,Charlie,52,Female,,India,55,Bronze,84460.33554665087,9.097728565926113
11356,Bob,72,Female,91592.82604957081,Japan,42,Silver,31050.281467304932,8.23247875262551
11357,Bob,78,Female,144860.09090960567,India,11,Silver,28123.768098759316,9.22616994532991
11358,Bob,26,Female,124672.70664868849,Japan,17,Silver,3205.950230831983,1.98603079591205
11359,Alice,41,Female,109631.80720773373,Australia,13,Silver,66451.84440124262,4.345449582477779
11360,Bob,33,Female,87773.76235528968,USA,98,Gold,97771.35136240322,7.067892487214918
11361,David,46,Female,65204.416280252306,Germany,44,Silver,79993.13785881124,3.13325036440816
11362,Eve,76,Non-Binary,138211.9446466404,India,47,Gold,20549.22646365507,5.144410842702895
11363,David,56,Male,111064.13359437523,Australia,47,Bronze,32149.050441913678,9.284951046768471
11364,Eve,63,Male,85606.36383728524,USA,4,Silver,,2.586841232945075
11365,Eve,63,Male,93412.70589083877,Australia,88,Gold,83218.61766219813,8.369383826317112
11366,Bob,76,Male,109257.62880233707,India,73,Gold,55219.42689749428,4.991253275262164
11367,Charlie,77,Male,48071.62710359029,UK,6,Gold,35496.965466065194,8.521559880460241
11368,Charlie,45,Non-Binary,22444.505166635532,USA,57,Silver,20862.489940023228,2.608704288533
11369,David,68,Non-Binary,139152.52226429677,Germany,39,Silver,7094.168710798455,4.668443459223215
11370,Charlie,21,Male,59997.8376724263,USA,59,Bronze,47642.791983002244,1.9531021214174458
11371,Charlie,44,Female,104779.35810039255,India,52,Silver,76422.76204234136,1.7556162547545864
11372,Bob,28,Non-Binary,134980.21738819522,Japan,66,Silver,30783.865558402642,6.220020422109843
11373,David,66,Male,48188.91418119971,UK,55,Silver,96263.13622672461,3.4453515121358262
11374,David,73,Male,127691.86503999852,Australia,91,Bronze,58580.08884991405,5.298759442320365
11375,Eve,45,Non-Binary,68078.5760740271,Japan,71,Silver,2321.1685659248324,7.015531142008385
11376,Charlie,48,Non-Binary,146515.2766557784,UK,19,Bronze,30538.4970315132,4.047979319632418
11377,Alice,52,Non-Binary,65174.5104723576,UK,6,Silver,3595.3372521214824,5.854473000225964
11378,Charlie,41,Male,130447.02863793417,UK,17,Bronze,45270.59596535791,5.196925975952203
11379,Charlie,50,Non-Binary,133464.631713363,UK,97,Gold,11243.899399244558,1.1409525022252491
11380,Alice,54,Male,74435.53553052369,Australia,87,Silver,27751.320187966823,2.65062365295306
11381,David,37,Female,36923.47557842964,USA,1,Bronze,11466.809889449614,5.365256350325929
11382,Eve,21,Female,24427.144526599965,UK,53,Bronze,51068.60056505131,1.0860642498559363
11383,Charlie,19,Female,121036.50000103681,Japan,19,Silver,44434.34528130599,5.890754109363685
11384,Charlie,30,Male,133883.116117997,Australia,48,Gold,57308.66518811629,1.0098853414858033
11385,Bob,38,Male,110788.87204770788,Japan,53,Bronze,17415.576936349727,2.0220026943148577
11386,David,61,Female,144440.50711369855,India,52,Bronze,90054.28201134791,2.4419415186688136
11387,Charlie,77,Non-Binary,30716.47181807254,UK,84,Silver,33671.63221308597,8.948374517049695
11388,Charlie,71,Non-Binary,117180.33647322316,UK,30,Silver,55035.271846063566,5.0470685295284605
11389,Eve,24,Male,,India,67,Gold,72541.12805626822,1.1963014635117968
11390,David,50,Male,114524.16747038512,India,46,Bronze,52017.86796152991,8.845826804327192
11391,Eve,72,Non-Binary,46552.499829008135,Japan,51,Bronze,18689.11189437543,4.269928745331465
11392,Charlie,44,Female,135613.79257081109,UK,89,Bronze,,4.410104154044116
11393,Charlie,34,Female,21020.959331048165,USA,21,Bronze,86168.14379533655,7.934169783274334
11394,Eve,41,Male,118184.82758609588,Japan,91,Gold,71564.09375148312,4.231120788949746
11395,Bob,55,Male,33187.92012975379,Australia,55,Silver,51888.07687572185,7.319212689126005
11396,Alice,56,Non-Binary,142340.84397473925,Australia,60,Bronze,82681.72787893904,2.964234087287304
11397,Alice,79,Non-Binary,63205.735286558156,USA,25,Silver,99493.31746078175,4.24447815009577
11398,Charlie,64,Male,71831.922134189,Germany,26,Gold,33638.00088229222,6.551834511704116
11399,Alice,40,Male,99347.61060446737,Australia,77,Gold,89157.66314820028,2.4645569123311466
11400,Bob,58,Non-Binary,100872.82571693051,Germany,88,Silver,76745.82241838922,8.862133978420353
11401,Eve,54,Male,139332.83291425626,Japan,9,Bronze,68817.66008041534,2.5009197473420084
11402,Alice,73,Female,47191.50474679262,Japan,6,Bronze,46498.96730174156,1.2315375634823564
11403,David,57,Female,30465.40874249942,India,83,Gold,50838.27780743978,7.062382220324347
11404,Bob,64,Male,67638.21119316807,UK,7,Silver,94147.66188702847,5.8721503691741805
11405,Alice,22,Male,142625.94916055497,Germany,60,Gold,52328.072948071895,4.006748929641059
11406,Charlie,51,Non-Binary,56756.36788488514,UK,55,Silver,84399.59038279182,3.877157177757793
11407,Eve,73,Female,40183.86249741789,Germany,26,Silver,59582.79027674416,7.149836912419352
11408,Eve,34,Non-Binary,78708.9134272401,India,14,Bronze,47841.13002714639,9.85546918113228
11409,Charlie,18,Male,,UK,72,Bronze,72846.01172451234,1.780244201641946
11410,Alice,56,Female,99166.7745166867,Japan,65,Gold,21558.61328929849,1.6396589616642276
11411,Charlie,62,Non-Binary,76914.24708534908,Germany,9,Silver,91883.74702088609,1.261733260983672
11412,Alice,75,Male,60173.10853309061,Australia,78,Bronze,99726.88589383457,6.784224081621197
11413,Eve,30,Female,139521.47886175103,Japan,71,Bronze,94916.10378438799,7.100122758915489
11414,Bob,37,Male,73270.28610220537,Germany,91,Silver,83204.35221301139,5.544183530893187
11415,David,67,Female,61029.08279331238,Germany,11,Gold,80003.59521820654,1.8076464776702204
11416,Bob,34,Non-Binary,43183.236403398536,Germany,89,Gold,62912.46832811524,5.713392278474625
11417,Alice,45,Non-Binary,23413.352441828563,Japan,62,Gold,37797.26406485803,5.318308985213255
11418,Bob,30,Female,49760.14942074724,Germany,27,Gold,23295.681430754485,2.3019190566279413
11419,Alice,37,Non-Binary,47906.42296381652,UK,34,Gold,47351.299754627136,4.648668519616904
11420,Charlie,57,Female,120948.80269615215,USA,38,Silver,80881.88005621267,4.717175265342012
11421,Bob,46,Male,23694.32699075759,Japan,1,Silver,69893.01264268946,7.279166789702266
11422,Bob,64,Male,59335.33707965253,India,63,Bronze,29779.0618154756,4.446051361952287
11423,David,62,Male,87300.09321220322,India,67,Bronze,96469.62032615955,6.218259667662527
11424,Eve,53,Female,89582.47765231525,India,17,Silver,98866.9659051592,4.854373665048182
11425,Charlie,20,Female,76496.33327593331,Japan,96,Silver,97054.18508199463,5.43458111933673
11426,David,55,Non-Binary,21215.556032388715,Japan,63,Bronze,74068.56871517314,2.224726451363952
11427,Eve,47,Male,131856.22587202708,Japan,56,Silver,96359.71718680343,9.215848875976842
11428,Eve,79,Non-Binary,87700.23185944544,UK,60,Silver,36389.738963851065,3.524834763018838
11429,Bob,45,Female,57208.90254772481,Japan,71,Bronze,51928.114789814616,4.521506388538471
11430,Eve,25,Female,52933.6676796584,Australia,39,Gold,95989.1856936914,8.292008946057374
11431,Charlie,50,Non-Binary,63742.56918050286,USA,19,Gold,68924.75909121911,2.8459321339227435
11432,Charlie,64,Male,26398.431366984387,UK,6,Bronze,47805.362273883286,9.39200292990432
11433,Bob,25,Male,24172.910153565866,India,29,Gold,44071.59867918273,4.109846275004233
11434,Alice,64,Female,91529.41593896587,UK,16,Bronze,38719.17513121975,1.5994722125115852
11435,Bob,47,Non-Binary,105174.92891898814,UK,38,Bronze,18518.713613084263,9.292218724530748
11436,Charlie,62,Male,29340.76812435186,India,20,Bronze,59339.4130997926,7.0885275363732525
11437,Bob,65,Male,42916.01736140618,Australia,12,Gold,787.4068258240725,3.9866541211556097
11438,Eve,60,Non-Binary,61159.363163872746,Australia,15,Silver,22762.405939822267,6.528944298569832
11439,Bob,48,Female,79362.69749136323,UK,34,Gold,98163.10517369208,6.551431270025485
11440,Charlie,26,Non-Binary,45738.354383806865,Germany,22,Bronze,18752.824649375783,8.137227334561011
11441,Alice,62,Non-Binary,23523.524964643664,Germany,70,Bronze,30218.813684770692,3.919631628939273
11442,David,60,Non-Binary,54873.14152942274,UK,59,Silver,93871.22212146109,7.556724450474835
11443,Alice,42,Male,84420.88752317455,USA,24,Silver,35567.32126280064,6.81858529922686
11444,Bob,71,Male,147776.30672943202,USA,47,Silver,62622.38258195523,7.497701150280246
11445,David,70,Male,86483.68554044003,UK,69,Bronze,7194.941147662981,9.120018510534873
11446,Charlie,29,Non-Binary,112980.69012233948,Germany,27,Bronze,6956.181757533434,2.480753571547606
11447,Bob,61,Male,72256.50275463154,USA,91,Silver,15945.253200520778,6.968959007755698
11448,Eve,42,Non-Binary,104217.15395946112,UK,28,Gold,43945.69875969623,5.618283009524439
11449,David,65,Non-Binary,34469.15417933814,Germany,80,Gold,28581.47103084055,9.177329171199602
11450,David,25,Male,37656.61290869837,Germany,10,Bronze,95807.9979319753,1.128618314102172
11451,Charlie,69,Non-Binary,95155.48791282781,India,73,Bronze,65331.25084208572,2.6160548480241976
11452,Charlie,58,Non-Binary,73042.43895106962,India,20,Gold,98135.54805084436,2.8861577469394484
11453,Eve,58,Male,40264.13138427287,UK,50,Silver,65503.47119496428,3.6025722962670392
11454,Bob,30,Non-Binary,37919.83994343647,Japan,69,Silver,,4.030119867034709
11455,Eve,63,Female,127877.67981216994,Japan,17,Silver,97204.56110060505,4.871295460144502
11456,David,39,Female,107246.18306884577,Japan,92,Silver,79625.44259912983,9.125209468150922
11457,Alice,27,Female,124709.46568355375,Japan,24,Silver,17955.866752928436,8.333907585158821
11458,Alice,30,Female,,Germany,11,Bronze,1008.2015021484582,6.179330471793486
11459,Bob,63,Non-Binary,130901.33155232869,Germany,61,Silver,44046.983381588136,1.925570035414204
11460,Alice,69,Non-Binary,38508.79222154016,Australia,33,Bronze,71407.36212130207,6.3498460702625765
11461,David,76,Non-Binary,116485.93555568742,Australia,65,Silver,65182.93470646683,4.584080031154588
11462,Eve,51,Male,130751.18233011564,Japan,5,Gold,53957.89584888625,3.8638892751845164
11463,Eve,79,Female,38574.713686930576,Japan,43,Gold,8365.979002938331,1.12536575492177
11464,Alice,74,Male,133994.0122750153,Japan,72,Bronze,54114.328723998784,9.87962261685198
11465,Bob,36,Female,107506.41086819969,Germany,94,Silver,53567.925326161494,4.806291982563259
11466,Eve,41,Female,103463.34565400702,Germany,44,Gold,61852.901148015764,4.98122650029944
11467,Alice,70,Female,142518.14105899475,India,72,Bronze,82211.24199564315,2.6531282715378253
11468,David,79,Female,79444.253861037,India,44,Bronze,72321.4965251354,9.875768277006848
11469,David,53,Male,45114.30039367957,Australia,52,Bronze,17469.93547594171,7.161426868159835
11470,Eve,50,Non-Binary,122323.12777041519,Australia,5,Bronze,12894.96419352377,2.3432334802039136
11471,Charlie,75,Male,45901.97307202896,USA,15,Bronze,3466.9909011596856,1.593010295561752
11472,Bob,71,Non-Binary,136930.39128130797,Germany,90,Gold,22204.218806605397,3.2786947951946717
11473,Charlie,41,Male,,Germany,38,Bronze,74524.20084370853,6.65255408688585
11474,Eve,26,Male,43258.34720033714,Japan,8,Bronze,10018.56101782587,9.568503142766584
11475,Charlie,70,Female,74048.97968457843,Germany,29,Bronze,84948.37601401156,2.6791722207874344
11476,Alice,60,Female,50685.57842749311,India,42,Silver,41381.876394028484,5.269404074761014
11477,Eve,70,Female,87778.25034581377,Australia,29,Bronze,17604.66654696725,8.518583223814801
11478,David,68,Non-Binary,109223.46196166449,UK,61,Gold,53642.2886762812,4.3270619614465495
11479,Charlie,76,Male,116289.7335733208,Japan,21,Bronze,13057.895628041544,7.542441750793739
11480,Alice,58,Non-Binary,94914.45216322842,UK,97,Gold,35827.17577902346,4.1066867053749885
11481,Eve,48,Male,130558.20203543197,USA,84,Silver,13366.946782203337,1.2716235414146233
11482,David,72,Non-Binary,147044.32790238352,India,87,Bronze,48771.179113006954,1.8131452817491645
11483,Charlie,50,Male,77791.96640903878,USA,39,Bronze,67062.1442185477,7.787906167900822
11484,David,46,Female,74470.79913749041,Australia,58,Gold,67258.29445074483,8.679527929190911
11485,Eve,52,Non-Binary,90159.85495451726,USA,11,Gold,84385.33890062611,1.7567832204588154
11486,David,77,Female,,UK,58,Gold,20143.81817005347,6.543116288541907
11487,Alice,30,Female,25655.890227240587,UK,41,Silver,24261.801900580347,4.698987788251009
11488,Charlie,53,Male,122020.64020645121,USA,88,Gold,15260.705911845904,9.632076844639586
11489,Charlie,61,Non-Binary,,UK,98,Silver,27974.296501048728,6.731449895920116
11490,Eve,37,Male,50033.34530985796,Australia,56,Gold,,9.958537041863476
11491,Bob,67,Female,128531.40059060854,Australia,45,Gold,82972.03865183808,2.34117696069732
11492,Eve,51,Male,94671.12872700345,UK,99,Bronze,81122.2327662967,3.641834173887471
11493,Alice,45,Male,79932.0831973779,UK,75,Gold,81031.71987167244,2.915711549719078
11494,Charlie,59,Non-Binary,62777.56533390234,UK,86,Gold,91266.12249729247,5.151058148447921
11495,Eve,36,Non-Binary,122889.35263665972,Australia,37,Gold,71674.09785341345,5.291587965391458
11496,Bob,51,Male,132189.4712813298,USA,38,Bronze,31922.357300018903,2.4240761442128465
11497,Bob,29,Non-Binary,43140.557749847,USA,91,Gold,86424.98454855246,6.387610561639285
11498,Alice,23,Non-Binary,32844.78001457104,Japan,55,Bronze,33624.08985916173,8.380260799313579
11499,Eve,31,Male,34674.13253640992,USA,5,Bronze,69667.8145541744,7.9923321527914
11500,Eve,22,Male,87320.55442883608,Germany,61,Gold,19152.920808342653,5.272418653786396
11501,Bob,26,Female,28987.38142712621,UK,35,Silver,55324.779387516384,5.635580558933516
11502,Eve,28,Male,95771.88769639262,USA,17,Bronze,81664.23664181477,4.825340792741375
11503,Bob,18,Male,26304.173251496355,USA,33,Gold,27947.571003207922,9.221614896365077
11504,David,30,Female,28685.948668084013,India,22,Bronze,92275.57863449563,5.68372378681932
11505,Bob,34,Female,111582.61133146942,Japan,25,Gold,82169.0712808475,8.407900238972408
11506,Eve,42,Non-Binary,46508.250168764265,UK,8,Bronze,27308.1552512141,9.900670955142369
11507,David,67,Male,124405.82307210632,India,56,Gold,14863.806187842025,4.018608749330605
11508,Alice,56,Female,90329.00488176681,Germany,39,Gold,28447.99477207846,2.760676857699986
11509,Alice,77,Female,54472.94534581816,Japan,56,Bronze,51820.64273846538,9.339383046254738
11510,Bob,70,Female,46398.77989289136,India,43,Bronze,36151.28052686271,3.1355084240233024
11511,Eve,63,Non-Binary,147813.22479499906,Japan,27,Bronze,88510.03841528611,7.293247830099844
11512,Alice,30,Female,31665.378222962223,Australia,10,Silver,94729.97159124924,5.967151199196818
11513,Eve,28,Female,90132.68350617497,Japan,90,Bronze,42411.810825718865,4.720584476074052
11514,Eve,46,Non-Binary,46865.091760250056,Germany,94,Silver,43557.7874351363,6.617454041990129
11515,Eve,50,Non-Binary,123538.29393166184,UK,25,Silver,87497.26931851849,6.005509487229668
11516,Eve,41,Male,63660.29776190843,USA,21,Bronze,1466.9096898444652,8.867079181998232
11517,David,31,Non-Binary,143527.04019437835,USA,3,Silver,60064.76459462906,5.024353285074173
11518,David,57,Non-Binary,101246.09216238996,India,62,Bronze,55955.01896527929,2.8405740798033188
11519,Charlie,32,Female,88753.18407316582,Australia,70,Bronze,71217.36365288669,2.300828565614999
11520,Bob,35,Male,57050.52377487494,Australia,37,Silver,84453.63109659535,4.656618031183887
11521,David,71,Non-Binary,65826.52476191103,Japan,86,Bronze,8197.821423882744,5.110603786781416
11522,Eve,75,Male,70969.97284052131,Australia,66,Silver,52811.31912112388,8.929878654476916
11523,David,55,Non-Binary,113737.55220110001,UK,7,Bronze,16981.38725763003,9.490100113722153
11524,Charlie,36,Non-Binary,71605.59648524794,Australia,73,Silver,15378.654966591846,9.166129850341493
11525,Alice,25,Male,100431.67705058037,UK,85,Gold,23377.62325692504,9.01052722190746
11526,Bob,71,Male,41435.83251279231,Australia,81,Gold,24893.20975174273,6.4102258057217965
11527,Charlie,65,Non-Binary,22629.25768025324,India,96,Gold,66561.9913934431,1.425852754132718
11528,Bob,45,Non-Binary,21088.20158593828,USA,81,Bronze,,8.622245302394502
11529,Charlie,22,Female,122544.40858876418,Germany,52,Bronze,64809.377774509645,3.973770313809256
11530,Charlie,18,Female,37629.763665863116,Japan,67,Bronze,9046.41556189922,6.172319259938498
11531,Charlie,27,Male,78914.9340600332,UK,33,Gold,36874.04383416547,6.658151840085033
11532,David,19,Non-Binary,91682.46974606848,India,68,Bronze,67863.13507274487,7.373043876806724
11533,Alice,34,Female,23711.070268871066,USA,5,Gold,52002.65662997804,3.7159820914242108
11534,Alice,37,Non-Binary,89059.20126103272,Australia,20,Silver,9448.864691960509,2.27764456635399
11535,Bob,45,Non-Binary,100005.73560832023,UK,62,Silver,89170.6004958559,3.477076131703314
11536,Charlie,20,Female,138903.8660582992,Australia,57,Bronze,,7.370200392445219
11537,Bob,75,Male,96081.4787501671,Japan,29,Gold,85389.5028244022,4.912528866493133
11538,David,44,Male,129319.07609117281,USA,73,Gold,,2.861158796435032
11539,Alice,33,Male,24921.171707799447,UK,2,Silver,72500.29151866079,7.293641395736552
11540,Alice,36,Male,93691.29067229287,India,72,Silver,98786.84584504,8.764663059370124
11541,Charlie,62,Male,34090.61577053659,Japan,52,Silver,22217.02592372697,4.976658406764329
11542,Charlie,30,Male,66141.157530985,Japan,43,Gold,21688.172992111613,4.761592457697638
11543,Charlie,61,Non-Binary,144157.22754680476,USA,86,Bronze,81433.84591370074,1.8547041613565052
11544,Bob,62,Female,103838.73892025638,USA,76,Gold,71426.07546403092,3.011393368233308
11545,Eve,75,Male,73599.72326676348,India,60,Silver,71003.45400006107,3.2995324934045844
11546,Eve,36,Male,99572.45267543987,UK,66,Gold,39306.40301779623,9.718516843867011
11547,Eve,34,Non-Binary,149493.7016287708,USA,31,Gold,349566.8896332438,9.260918122761439
11548,Eve,37,Male,144529.41008492897,USA,73,Bronze,89336.8424126539,3.3471933039017383
11549,Alice,56,Non-Binary,31517.28626797072,India,22,Gold,48335.13089757952,7.7189591527267
11550,Alice,59,Non-Binary,97243.39678233545,UK,63,Silver,80286.91112415929,4.1184264277999105
11551,Charlie,51,Male,36919.588937559965,UK,17,Silver,91915.29214949475,2.2107190615284407
11552,Eve,75,Non-Binary,113053.63098106935,Japan,53,Gold,18236.614075289996,7.714842834499949
11553,Alice,27,Non-Binary,124012.04554507797,USA,21,Bronze,16678.858797906716,2.201805778711339
11554,David,66,Female,143521.66518890517,USA,22,Gold,54814.165201073454,2.5375460361554962
11555,David,64,Non-Binary,133224.53236189054,Japan,94,Bronze,11659.188775139057,9.294165804022699
11556,Alice,50,Female,48860.40317419333,Japan,1,Gold,59578.29521360479,2.109241541264268
11557,Bob,75,Non-Binary,79358.28393243128,USA,11,Bronze,,1.1781795466085208
11558,Bob,33,Male,66761.73929313291,India,44,Gold,62571.8820272319,8.970522539260951
11559,Bob,40,Female,112906.55290997487,USA,97,Bronze,79741.26804286762,1.843136423076051
11560,Eve,51,Non-Binary,51853.69508342032,India,65,Silver,23894.094979197944,7.681297850213067
11561,Charlie,28,Non-Binary,51230.97682776952,India,29,Bronze,95775.5617500571,1.192270950286612
11562,Bob,55,Non-Binary,39201.82434444471,USA,5,Gold,11431.672227154095,6.636639161766714
11563,Eve,64,Female,73822.20068016901,UK,67,Bronze,40671.57502549378,1.7849835648401018
11564,David,70,Female,,USA,28,Gold,52837.25518987647,3.2058924293032742
11565,Eve,78,Female,130763.62355031876,UK,69,Silver,37892.24136456312,3.0829348774872387
11566,Alice,18,Non-Binary,109220.41702250524,Germany,79,Silver,30521.385119176168,9.127017616131324
11567,Charlie,54,Male,50322.0693567234,Japan,66,Gold,8285.045234316483,8.456870237997318
11568,Alice,48,Female,139094.47614246048,USA,70,Silver,77743.35931013564,7.306055386135084
11569,Bob,31,Male,146490.36930687563,UK,97,Gold,48816.93307417375,5.579875393992881
11570,Alice,56,Female,60155.63811946287,Germany,67,Silver,297324.70314456284,7.178753120827996
11571,Charlie,23,Female,55696.747880376846,Germany,78,Gold,90714.63429468249,7.138297056327529
11572,Alice,69,Male,37061.07545417646,UK,62,Bronze,96287.2505687539,5.3302770406198
11573,Bob,69,Non-Binary,41556.35799238313,Japan,12,Silver,34940.15519856358,5.921354006769749
11574,Eve,78,Male,40363.54010605164,India,32,Bronze,28359.953760906956,5.657063957084109
11575,Alice,54,Non-Binary,124194.7056633269,Japan,81,Bronze,63545.38811828619,7.040859372309947
11576,Charlie,58,Female,20745.574782433578,USA,49,Gold,79369.40284377203,3.82185873679349
11577,Alice,75,Non-Binary,114503.76329803381,UK,96,Gold,34965.662193862634,3.1677669936541477
11578,David,20,Male,96952.85165304743,Germany,48,Bronze,5634.722185310892,9.742859348534552
11579,Bob,51,Female,,India,35,Bronze,26399.532444757842,4.20675417079423
11580,Bob,47,Non-Binary,147890.13275637012,Australia,37,Silver,4611.555028238327,5.749319410262914
11581,Eve,60,Female,76475.15676130625,UK,58,Silver,59048.1672754543,5.285072307170841
11582,Bob,36,Female,134750.72503268637,UK,21,Gold,72313.41235301741,1.5574499504864927
11583,Eve,31,Non-Binary,122066.51460967558,Japan,46,Gold,19762.512196096104,6.8639288970178916
11584,Eve,68,Male,50411.862036037615,Australia,29,Bronze,,1.793176434213943
11585,Bob,48,Female,73485.46150233514,UK,99,Silver,52304.91964013,9.523676434701692
11586,Eve,79,Female,59969.00252259369,Japan,43,Bronze,55429.33659709096,2.650211280120525
11587,David,76,Non-Binary,40901.12517872937,UK,88,Gold,14258.736227627194,3.108559141094577
11588,Alice,65,Non-Binary,119166.15767023183,Germany,68,Gold,36139.24226974971,3.606636408062001
11589,Bob,35,Non-Binary,,India,56,Bronze,75344.73996064696,4.1988396380853406
11590,Charlie,55,Female,73565.25502499458,USA,37,Bronze,44280.25167905198,1.9803963208533197
11591,Charlie,44,Male,128279.90304138746,Germany,44,Gold,81320.49064929149,8.079757389806701
11592,Eve,37,Male,101236.50899413065,UK,82,Gold,94922.27017318667,3.7994831207621695
11593,Bob,28,Female,117746.5511761691,Australia,60,Bronze,21815.87681921194,9.0693311320888
11594,David,29,Male,,UK,91,Gold,46253.02845972855,4.46058310469898
11595,Eve,53,Non-Binary,134563.03891729793,India,48,Bronze,65916.4427787217,4.341942726157535
11596,Eve,40,Male,119318.08853669927,Australia,9,Gold,36292.4127729776,4.179781352632755
11597,David,27,Non-Binary,33601.26199223119,Japan,29,Gold,82662.70617439187,8.030992012975249
11598,David,23,Male,80311.9750975626,India,5,Bronze,1601.295446336726,1.6951371941995377
11599,Alice,37,Male,40045.303353907395,India,29,Silver,63583.12143300076,4.039920475576571
11600,Alice,33,Female,42418.047076113304,UK,7,Gold,24922.005253058654,1.3077347157156036
11601,Alice,45,Non-Binary,135690.04995835706,Japan,79,Silver,19432.755639066338,8.205343675515689
11602,Charlie,21,Female,81695.07860036608,Australia,97,Silver,,9.782384879034147
11603,Eve,38,Male,57633.51324673968,Germany,83,Gold,68063.75828259057,7.399904899104621
11604,Bob,66,Male,116899.70113287537,USA,86,Bronze,45300.14683745151,3.4264279287987893
11605,Eve,66,Male,39147.70044433147,Germany,8,Gold,68096.20774031324,3.141612394806976
11606,Alice,50,Male,116092.4378894532,Japan,52,Bronze,3402.6238302441675,6.479887978706921
11607,David,77,Male,92633.05962029808,UK,78,Bronze,8005.045645475606,1.2876305408890694
11608,Bob,64,Female,131225.71267353665,USA,65,Gold,2693.5546118273587,3.440932635890151
11609,Alice,69,Male,107052.78009938527,Germany,95,Silver,40089.46711516825,9.937087468450692
11610,Charlie,18,Female,90931.21022903749,Japan,46,Gold,71589.89318900164,9.99349143762062
11611,Alice,44,Female,88152.64786105059,UK,51,Bronze,33217.62814411052,4.935448952342333
11612,Charlie,24,Female,63973.72495253901,UK,70,Bronze,66904.34477786568,7.075000753861543
11613,Alice,74,Non-Binary,124254.63491217261,USA,80,Gold,39267.73317978111,7.7123768183951045
11614,Bob,50,Male,93002.06696462733,Japan,1,Gold,54858.03271742605,7.4489408176892855
11615,David,52,Male,143603.46422230883,USA,34,Silver,70294.35315802903,1.5278919076704927
11616,Alice,61,Non-Binary,125174.64769220134,Germany,30,Gold,62543.329853845986,4.442861221997661
11617,Alice,51,Male,136064.92729131872,India,3,Bronze,63242.63575783935,8.99660002884275
11618,Charlie,69,Male,30853.815674518497,UK,69,Bronze,81403.91446238027,5.068334575504735
11619,Charlie,60,Female,141393.47904980095,Australia,24,Bronze,89045.92970385149,8.614280501960046
11620,Bob,40,Non-Binary,100035.9586695862,Germany,77,Silver,12093.312413781501,4.703299167292045
11621,Bob,59,Non-Binary,29463.783655138286,Japan,11,Gold,43238.992584249754,5.147433997380538
11622,Eve,31,Male,39346.13252175553,Japan,26,Bronze,84195.24255680843,3.544736969768264
11623,Bob,25,Male,119614.12962989858,UK,66,Silver,19737.180845593928,5.095150508658136
11624,Bob,65,Female,62047.70484734565,Germany,84,Silver,,9.702050232431505
11625,Eve,72,Non-Binary,108482.65599229891,Australia,47,Silver,61124.57684398671,4.933315303286244
11626,Bob,29,Male,98315.20889117429,Australia,39,Gold,11506.624772142608,2.2619282932069327
11627,Charlie,54,Non-Binary,51235.35471900122,Germany,99,Bronze,12710.646921932363,1.8184277357901464
11628,Alice,63,Female,95869.207125574,UK,14,Silver,99596.32190644646,1.4646849124192292
11629,Charlie,27,Non-Binary,49907.561294243584,India,7,Silver,32771.548165699285,7.3497745804964865
11630,Eve,18,Non-Binary,96158.43245547354,Australia,78,Bronze,,6.787154777137036
11631,David,39,Male,80282.41161239523,USA,68,Gold,25216.944598594357,6.372903045601196
11632,Charlie,37,Female,29264.92998050457,Australia,42,Gold,2862.5546547146455,1.9914096114648232
11633,Eve,54,Male,,Japan,47,Gold,47011.93334874619,8.208763936280949
